id,Codigo,CountryFishing,EEZarea,SubAreaEEZ,FAO Area,ICES Area,Year,Tipo,Tipo1,Tipo2,Tipo3,Fresco/Congelado,Origin,Taxon Name,FAO code,Common name_Spanish,Common name_Galician,Landings (tons),Landings (value in €)  ,Price Min. €/Kg ,Price Max. €/Kg ,Price Avrg €/Kg ,CatchType,Input,Notes: Fuente
2322,Noroeste1971,Spain,Spain,Noroeste,27,"VIIIc, IXa",1971,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,919.2",,,,,Landing,National,DGPM
2431,Noroeste1972,Spain,Spain,Noroeste,27,"VIIIc, IXa",1972,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,780.0,,,,,Landing,National,DGPM
2540,Noroeste1973,Spain,Spain,Noroeste,27,"VIIIc, IXa",1973,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,780.0,,,,,Landing,National,DGPM
2649,Noroeste1974,Spain,Spain,Noroeste,27,"VIIIc, IXa",1974,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"2,338.4",,,,,Landing,National,DGPM
2758,Noroeste1975,Spain,Spain,Noroeste,27,"VIIIc, IXa",1975,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,901.5",,,,,Landing,National,DGPM
2867,Noroeste1976,Spain,Spain,Noroeste,27,"VIIIc, IXa",1976,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,850.4",,,,,Landing,National,DGPM
2976,Noroeste1977,Spain,Spain,Noroeste,27,"VIIIc, IXa",1977,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,914.9",,,,,Landing,National,DGPM
3085,Noroeste1978,Spain,Spain,Noroeste,27,"VIIIc, IXa",1978,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"2,012.2",,,,,Landing,National,DGPM
3194,Noroeste1979,Spain,Spain,Noroeste,27,"VIIIc, IXa",1979,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,962.2",,,,,Landing,National,DGPM
3303,Noroeste1980,Spain,Spain,Noroeste,27,"VIIIc, IXa",1980,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"2,111.3",,,,,Landing,National,DGPM
3412,Noroeste1981,Spain,Spain,Noroeste,27,"VIIIc, IXa",1981,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,831.3",,,,,Landing,National,DGPM
3521,Noroeste1982,Spain,Spain,Noroeste,27,"VIIIc, IXa",1982,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,184.5",,,,,Landing,National,DGPM
3630,Noroeste1983,Spain,Spain,Noroeste,27,"VIIIc, IXa",1983,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,266.0",,,,,Landing,National,DGPM
3739,Noroeste1984,Spain,Spain,Noroeste,27,"VIIIc, IXa",1984,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,355.8",,,,,Landing,National,DGPM
3848,Noroeste1985,Spain,Spain,Noroeste,27,"VIIIc, IXa",1985,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squaliformes spp,SHX,Squaliformes nep,Squaliformes nep,"1,858.0",,,,,Landing,National,DGPM
6278,Noroeste1997,Spain,Spain,Noroeste,27,"VIIIc, IXa",1997,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,0.1,,,,,Landing,National,PescadeGalicia
6279,Noroeste1998,Spain,Spain,Noroeste,27,"VIIIc, IXa",1998,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,12.2,,,,,Landing,National,PescadeGalicia
6280,Noroeste1999,Spain,Spain,Noroeste,27,"VIIIc, IXa",1999,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,87.3,,,,,Landing,National,PescadeGalicia
6281,Noroeste2000,Spain,Spain,Noroeste,27,"VIIIc, IXa",2000,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,212.3,,,,,Landing,National,PescadeGalicia
6282,Noroeste2001,Spain,Spain,Noroeste,27,"VIIIc, IXa",2001,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,306.8,"1,199,760",2.10,8.30,3.9,Landing,National,PescadeGalicia
6283,Noroeste2002,Spain,Spain,Noroeste,27,"VIIIc, IXa",2002,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,212.3,"901,842",0.82,12.53,4.3,Landing,National,PescadeGalicia
6284,Noroeste2003,Spain,Spain,Noroeste,27,"VIIIc, IXa",2003,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,308.7,"1,231,187",0.03,7.87,4.0,Landing,National,PescadeGalicia
6285,Noroeste2004,Spain,Spain,Noroeste,27,"VIIIc, IXa",2004,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,257.1,"906,706",0.04,9.94,3.5,Landing,National,PescadeGalicia
6286,Noroeste2005,Spain,Spain,Noroeste,27,"VIIIc, IXa",2005,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,102.2,"331,848",0.04,9.00,3.3,Landing,National,PescadeGalicia
6287,Noroeste2006,Spain,Spain,Noroeste,27,"VIIIc, IXa",2006,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,65.8,"241,090",0.08,10.00,3.7,Landing,National,PescadeGalicia
6288,Noroeste2007,Spain,Spain,Noroeste,27,"VIIIc, IXa",2007,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,18.9,"90,057",0.10,11.00,4.8,Landing,National,PescadeGalicia
6289,Noroeste2008,Spain,Spain,Noroeste,27,"VIIIc, IXa",2008,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,13.0,"34,675",0.08,7.73,2.7,Landing,National,PescadeGalicia
6290,Noroeste2009,Spain,Spain,Noroeste,27,"VIIIc, IXa",2009,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,3.7,"3,435",0.11,3.00,0.9,Landing,National,PescadeGalicia
6291,Noroeste2010,Spain,Spain,Noroeste,27,"VIIIc, IXa",2010,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,7.2,"4,661",0.08,2.00,0.7,Landing,National,PescadeGalicia
6292,Noroeste2011,Spain,Spain,Noroeste,27,"VIIIc, IXa",2011,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,2.7,"1,525",0.05,3.25,0.6,Landing,National,PescadeGalicia
19324,Noroeste2012,Spain,Spain,Noroeste,27,"VIIIc, IXa",2012,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,3.9,2019.8,0.04,4.1,0.52,Landing,National,PescadeGalicia
19325,Noroeste2013,Spain,Spain,Noroeste,27,"VIIIc, IXa",2013,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,3.1,2435.01,0.05,4.5,0.8,Landing,National,PescadeGalicia
19326,Noroeste2014,Spain,Spain,Noroeste,27,"VIIIc, IXa",2014,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,1.7,1262.51,0.06,3.75,0.76,Landing,National,PescadeGalicia
19327,Noroeste2015,Spain,Spain,Noroeste,27,"VIIIc, IXa",2015,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus acanthias,DGS,Mielga,Melga,0.9,482.56,0.08,1.95,0.53,Landing,National,PescadeGalicia
6068,Noroeste1997,Spain,Spain,Noroeste,27,"VIIIc, IXa",1997,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6069,Noroeste1998,Spain,Spain,Noroeste,27,"VIIIc, IXa",1998,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6070,Noroeste1999,Spain,Spain,Noroeste,27,"VIIIc, IXa",1999,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6071,Noroeste2000,Spain,Spain,Noroeste,27,"VIIIc, IXa",2000,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,13.0,,,,,Landing,National,PescadeGalicia
6072,Noroeste2001,Spain,Spain,Noroeste,27,"VIIIc, IXa",2001,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,2.5,"5,292",1.91,2.31,2.2,Landing,National,PescadeGalicia
6073,Noroeste2002,Spain,Spain,Noroeste,27,"VIIIc, IXa",2002,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6074,Noroeste2003,Spain,Spain,Noroeste,27,"VIIIc, IXa",2003,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6075,Noroeste2004,Spain,Spain,Noroeste,27,"VIIIc, IXa",2004,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6076,Noroeste2005,Spain,Spain,Noroeste,27,"VIIIc, IXa",2005,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6077,Noroeste2006,Spain,Spain,Noroeste,27,"VIIIc, IXa",2006,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6078,Noroeste2007,Spain,Spain,Noroeste,27,"VIIIc, IXa",2007,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6079,Noroeste2008,Spain,Spain,Noroeste,27,"VIIIc, IXa",2008,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6080,Noroeste2009,Spain,Spain,Noroeste,27,"VIIIc, IXa",2009,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,0.0,,,,,Landing,National,PescadeGalicia
6081,Noroeste2010,Spain,Spain,Noroeste,27,"VIIIc, IXa",2010,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,57.6,"232,003",1.00,5.00,4.0,Landing,National,PescadeGalicia
6082,Noroeste2011,Spain,Spain,Noroeste,27,"VIIIc, IXa",2011,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,7.1,"35,142",0.50,7.24,5.0,Landing,National,PescadeGalicia
19230,Noroeste2012,Spain,Spain,Noroeste,27,"VIIIc, IXa",2012,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,78.2,307135.31,1.2,5.34,3.93,Landing,National,PescadeGalicia
19231,Noroeste2013,Spain,Spain,Noroeste,27,"VIIIc, IXa",2013,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,124.6,397625.75,0.67,5.31,3.19,Landing,National,PescadeGalicia
19232,Noroeste2014,Spain,Spain,Noroeste,27,"VIIIc, IXa",2014,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,95.3,411242.05,0.6,6,4.31,Landing,National,PescadeGalicia
19233,Noroeste2015,Spain,Spain,Noroeste,27,"VIIIc, IXa",2015,Peces,Peces de fondo,Elasmobranquios y afines,Tiburones,Fresh,Offshore & Coastal,Squalus blainvillei,QUB,Galludo,Galludo,54.2,250332.79,0.6,5.69,4.62,Landing,National,PescadeGalicia
7238,Noroeste1997,Spain,Spain,Noroeste,27,"VIIIc, IXa",1997,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,7.9,,,,,Landing,National,PescadeGalicia
7239,Noroeste1998,Spain,Spain,Noroeste,27,"VIIIc, IXa",1998,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,3.7,,,,,Landing,National,PescadeGalicia
7240,Noroeste1999,Spain,Spain,Noroeste,27,"VIIIc, IXa",1999,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,4.9,,,,,Landing,National,PescadeGalicia
7241,Noroeste2000,Spain,Spain,Noroeste,27,"VIIIc, IXa",2000,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,5.0,,,,,Landing,National,PescadeGalicia
7242,Noroeste2001,Spain,Spain,Noroeste,27,"VIIIc, IXa",2001,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,3.5,"3,018",0.06,2.76,0.9,Landing,National,PescadeGalicia
7243,Noroeste2002,Spain,Spain,Noroeste,27,"VIIIc, IXa",2002,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,5.8,"2,642",0.03,12.50,0.5,Landing,National,PescadeGalicia
7244,Noroeste2003,Spain,Spain,Noroeste,27,"VIIIc, IXa",2003,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,5.4,"2,206",0.01,10.75,0.4,Landing,National,PescadeGalicia
7245,Noroeste2004,Spain,Spain,Noroeste,27,"VIIIc, IXa",2004,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,6.2,"2,230",0.03,4.10,0.4,Landing,National,PescadeGalicia
7246,Noroeste2005,Spain,Spain,Noroeste,27,"VIIIc, IXa",2005,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,4.1,"1,508",0.01,7.30,0.4,Landing,National,PescadeGalicia
7247,Noroeste2006,Spain,Spain,Noroeste,27,"VIIIc, IXa",2006,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,6.9,"1,739",0.03,5.50,0.3,Landing,National,PescadeGalicia
7248,Noroeste2007,Spain,Spain,Noroeste,27,"VIIIc, IXa",2007,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,11.7,"1,544",0.01,4.00,0.1,Landing,National,PescadeGalicia
7249,Noroeste2008,Spain,Spain,Noroeste,27,"VIIIc, IXa",2008,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,7.8,"1,885",0.01,6.30,0.2,Landing,National,PescadeGalicia
7250,Noroeste2009,Spain,Spain,Noroeste,27,"VIIIc, IXa",2009,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,6.6,"1,484",0.01,3.95,0.2,Landing,National,PescadeGalicia
7251,Noroeste2010,Spain,Spain,Noroeste,27,"VIIIc, IXa",2010,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,6.8,"2,100",0.03,5.15,0.3,Landing,National,PescadeGalicia
7252,Noroeste2011,Spain,Spain,Noroeste,27,"VIIIc, IXa",2011,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,7.5,"3,046",0.02,4.25,0.4,Landing,National,PescadeGalicia
19643,Noroeste2012,Spain,Spain,Noroeste,27,"VIIIc, IXa",2012,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,3.7,1359.02,0.01,3.9,0.37,Landing,National,PescadeGalicia
19644,Noroeste2013,Spain,Spain,Noroeste,27,"VIIIc, IXa",2013,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,1.7,1918.14,0.1,5,1.14,Landing,National,PescadeGalicia
19645,Noroeste2014,Spain,Spain,Noroeste,27,"VIIIc, IXa",2014,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,1.6,1867.18,0.1,5.66,1.14,Landing,National,PescadeGalicia
19646,Noroeste2015,Spain,Spain,Noroeste,27,"VIIIc, IXa",2015,Peces,Peces de fondo,Perciformes y afines,,Fresh,Offshore & Coastal,Symphodus cinereus ,YFC,Bodion,Vello,1.1,1168.28,0.1,5.45,1.1,Landing,National,PescadeGalicia
53,Noroeste1950,Spain,Spain,Noroeste,27,"VIIIc, IXa",1950,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"6,545.6",,,,,Landing,National,DGPM
161,Noroeste1951,Spain,Spain,Noroeste,27,"VIIIc, IXa",1951,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"4,923.7",,,,,Landing,National,DGPM
269,Noroeste1952,Spain,Spain,Noroeste,27,"VIIIc, IXa",1952,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"4,329.1",,,,,Landing,National,DGPM
377,Noroeste1953,Spain,Spain,Noroeste,27,"VIIIc, IXa",1953,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"4,513.7",,,,,Landing,National,DGPM
485,Noroeste1954,Spain,Spain,Noroeste,27,"VIIIc, IXa",1954,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"7,106.3",,,,,Landing,National,DGPM
593,Noroeste1955,Spain,Spain,Noroeste,27,"VIIIc, IXa",1955,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"1,092.5",,,,,Landing,National,DGPM
701,Noroeste1956,Spain,Spain,Noroeste,27,"VIIIc, IXa",1956,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"1,156.6",,,,,Landing,National,DGPM
809,Noroeste1957,Spain,Spain,Noroeste,27,"VIIIc, IXa",1957,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"3,236.3",,,,,Landing,National,DGPM
917,Noroeste1958,Spain,Spain,Noroeste,27,"VIIIc, IXa",1958,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"2,702.6",,,,,Landing,National,DGPM
1025,Noroeste1959,Spain,Spain,Noroeste,27,"VIIIc, IXa",1959,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"3,694.2",,,,,Landing,National,DGPM
1133,Noroeste1960,Spain,Spain,Noroeste,27,"VIIIc, IXa",1960,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"5,581.2",,,,,Landing,National,DGPM
1241,Noroeste1961,Spain,Spain,Noroeste,27,"VIIIc, IXa",1961,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"4,613.8",,,,,Landing,National,DGPM
1349,Noroeste1962,Spain,Spain,Noroeste,27,"VIIIc, IXa",1962,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"9,078.5",,,,,Landing,National,DGPM
1458,Noroeste1963,Spain,Spain,Noroeste,27,"VIIIc, IXa",1963,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"9,708.9",,,,,Landing,National,DGPM
1567,Noroeste1964,Spain,Spain,Noroeste,27,"VIIIc, IXa",1964,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"7,259.5",,,,,Landing,National,DGPM
1676,Noroeste1965,Spain,Spain,Noroeste,27,"VIIIc, IXa",1965,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"8,587.5",,,,,Landing,National,DGPM
1785,Noroeste1966,Spain,Spain,Noroeste,27,"VIIIc, IXa",1966,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"8,711.8",,,,,Landing,National,DGPM
1894,Noroeste1967,Spain,Spain,Noroeste,27,"VIIIc, IXa",1967,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"13,886.0",,,,,Landing,National,DGPM
2003,Noroeste1968,Spain,Spain,Noroeste,27,"VIIIc, IXa",1968,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"9,633.3",,,,,Landing,National,DGPM
2112,Noroeste1969,Spain,Spain,Noroeste,27,"VIIIc, IXa",1969,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"9,395.5",,,,,Landing,National,DGPM
2221,Noroeste1970,Spain,Spain,Noroeste,27,"VIIIc, IXa",1970,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"9,818.6",,,,,Landing,National,DGPM
2330,Noroeste1971,Spain,Spain,Noroeste,27,"VIIIc, IXa",1971,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"6,451.4",,,,,Landing,National,DGPM
2439,Noroeste1972,Spain,Spain,Noroeste,27,"VIIIc, IXa",1972,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,383.5,,,,,Landing,National,DGPM
2548,Noroeste1973,Spain,Spain,Noroeste,27,"VIIIc, IXa",1973,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,383.5,,,,,Landing,National,DGPM
2657,Noroeste1974,Spain,Spain,Noroeste,27,"VIIIc, IXa",1974,Peces,Peces pelagicos,Perciformes y afines,Escombridos y afines,Fresh,Offshore & Coastal,Thunnus alalunga,ALB,Atun blanco / Bonito del Norte / Albaroca,Bonito do Norte,"1,322.7",,,,,Landing,National,DGPM
